Fecha, ID, Tipo cambio, Campo, Valor anterior, Valor actual, Usuario
2022-05-10,34586ANGIO,Registro borrado,,,,
2022-05-10,7908ANGIO,Registro borrado,,,,
2022-05-10,54896ANGIO,Registro borrado,,,,
2022-05-10,55081ANGIO,Registro borrado,,,,
2022-05-10,10308ANGIO,Registro borrado,,,,
2022-05-10,27844ANGIO,Registro borrado,,,,
2022-05-10,18162ANGIO,Registro borrado,,,,
2022-05-10,14179ANGIO,Registro borrado,,,,
2022-05-10,13231ANGIO,Registro borrado,,,,
2022-05-10,55325ANGIO,Registro borrado,,,,
2022-05-10,20746ANGIO,Registro borrado,,,,
2022-05-10,27893ANGIO,Registro borrado,,,,
2022-05-10,13624ANGIO,Registro borrado,,,,
2022-05-10,9252ANGIO,Registro borrado,,,,
2022-05-10,13148ANGIO,Registro borrado,,,,
2022-05-10,14094ANGIO,Registro borrado,,,,
2022-05-10,35488ANGIO,Registro borrado,,,,
2022-05-10,31015ANGIO,Registro borrado,,,,
2022-05-10,34567ANGIO,Registro borrado,,,,
2022-05-10,13729ANGIO,Registro borrado,,,,
2022-05-10,35890ANGIO,Registro borrado,,,,
2022-05-10,54850ANGIO,Registro borrado,,,,
2022-05-10,57314ANGIO,Registro borrado,,,,
2022-05-10,55192ANGIO,Registro borrado,,,,
2022-05-10,35507ANGIO,Registro borrado,,,,
2022-05-10,34601ANGIO,Registro borrado,,,,
2022-05-10,18094ANGIO,Registro borrado,,,,
2022-05-10,51470ANGIO,Registro borrado,,,,
2022-05-10,55025ANGIO,Registro borrado,,,,
2022-05-10,13541ANGIO,Registro borrado,,,,
2022-05-10,50154ANGIO,Registro borrado,,,,
2022-05-10,30544ANGIO,Registro borrado,,,,
2022-05-10,56464ANGIO,Registro borrado,,,,
2022-05-10,14203ANGIO,Registro borrado,,,,
2022-05-10,8071ANGIO,Registro borrado,,,,
2022-05-10,55196ANGIO,Registro borrado,,,,
2022-05-10,35866ANGIO,Registro borrado,,,,
2022-05-10,57956ANGIO,Registro borrado,,,,
2022-05-10,74759ANGIO,Registro borrado,,,,
2022-05-10,14531ANGIO,Registro borrado,,,,
2022-05-10,55280ANGIO,Registro borrado,,,,
2022-05-10,54766ANGIO,Registro borrado,,,,
2022-05-10,39947ANGIO,Registro borrado,,,,
2022-05-10,13538ANGIO,Registro borrado,,,,
2022-05-10,63360ANGIO,Registro borrado,,,,
2022-05-10,56498ANGIO,Registro borrado,,,,
2022-05-10,27873ANGIO,Registro borrado,,,,
2022-05-10,51037ANGIO,Registro borrado,,,,
2022-05-10,27829ANGIO,Registro borrado,,,,
2022-05-10,35797ANGIO,Registro borrado,,,,
2022-05-10,51878ANGIO,Registro borrado,,,,
2022-05-10,33778ANGIO,Registro borrado,,,,
2022-05-10,19348GIMNO,Registro borrado,,,,
2022-05-10,28591ANGIO,Registro borrado,,,,
2022-05-10,9119ANGIO,Registro borrado,,,,
2022-05-10,57306ANGIO,Registro borrado,,,,
2022-05-10,55367ANGIO,Registro borrado,,,,
2022-05-10,57341ANGIO,Registro borrado,,,,
2022-05-10,14068ANGIO,Registro borrado,,,,
2022-05-10,27875ANGIO,Registro borrado,,,,
2022-05-10,36367ANGIO,Registro borrado,,,,
2022-05-10,27783ANGIO,Registro borrado,,,,
2022-05-10,13133ANGIO,Registro borrado,,,,
2022-05-10,26951ANGIO,Registro borrado,,,,
2022-05-10,53127ANGIO,Registro borrado,,,,
2022-05-10,34576ANGIO,Registro borrado,,,,
2022-05-10,27912ANGIO,Registro borrado,,,,
2022-05-10,14300ANGIO,Registro borrado,,,,
2022-05-10,57322ANGIO,Registro borrado,,,,
2022-05-10,49642ANGIO,Registro borrado,,,,
2022-05-10,55136ANGIO,Registro borrado,,,,
2022-05-10,30389ANGIO,Registro borrado,,,,
2022-05-10,54814ANGIO,Registro borrado,,,,
2022-05-10,31018ANGIO,Registro borrado,,,,
2022-05-10,30470ANGIO,Registro borrado,,,,
2022-05-10,55321ANGIO,Registro borrado,,,,
2022-05-10,14274ANGIO,Registro borrado,,,,
2022-05-10,55304ANGIO,Registro borrado,,,,
2022-05-10,26871ANGIO,Registro borrado,,,,
2022-05-10,8008ANGIO,Registro borrado,,,,
2022-05-10,18160ANGIO,Registro borrado,,,,
2022-05-10,27764ANGIO,Registro borrado,,,,
2022-05-10,32392ANGIO,Registro borrado,,,,
2022-05-10,34598ANGIO,Registro borrado,,,,
2022-05-10,54909ANGIO,Registro borrado,,,,
2022-05-10,74354ANGIO,Registro borrado,,,,
2022-05-10,74785ANGIO,Registro borrado,,,,
2022-05-10,56895ANGIO,Registro borrado,,,,
2022-05-10,47334ANGIO,Registro borrado,,,,
2022-05-10,28597ANGIO,Registro borrado,,,,
2022-05-10,55125ANGIO,Registro borrado,,,,
2022-05-10,26877ANGIO,Registro borrado,,,,
2022-05-10,26874ANGIO,Registro borrado,,,,
2022-05-10,50648ANGIO,Registro borrado,,,,
2022-05-10,27781ANGIO,Registro borrado,,,,
2022-05-10,55178ANGIO,Registro borrado,,,,
2022-05-10,13106ANGIO,Registro borrado,,,,
2022-05-10,34615ANGIO,Registro borrado,,,,
2022-05-10,35521ANGIO,Registro borrado,,,,
2022-05-10,55207ANGIO,Registro borrado,,,,
2022-05-10,8080ANGIO,Registro borrado,,,,
2022-05-10,49246ANGIO,Registro borrado,,,,
2022-05-10,74792ANGIO,Registro borrado,,,,
2022-05-10,35875ANGIO,Registro borrado,,,,
2022-05-10,49784ANGIO,Registro borrado,,,,
2022-05-10,13008ANGIO,Registro borrado,,,,
2022-05-10,63363ANGIO,Registro borrado,,,,
2022-05-10,55693ANGIO,Registro borrado,,,,
2022-05-10,14008ANGIO,Registro borrado,,,,
2022-05-10,27833ANGIO,Registro borrado,,,,
2022-05-10,34561ANGIO,Registro borrado,,,,
2022-05-10,48269ANGIO,Registro borrado,,,,
2022-05-10,57863ANGIO,Registro borrado,,,,
2022-05-10,20754ANGIO,Registro borrado,,,,
2022-05-10,20740ANGIO,Registro borrado,,,,
2022-05-10,74376ANGIO,Registro borrado,,,,
2022-05-10,48273ANGIO,Registro borrado,,,,
2022-05-10,55849ANGIO,Registro borrado,,,,
2022-05-10,10383ANGIO,Registro borrado,,,,
2022-05-10,29284ANGIO,Registro borrado,,,,
2022-05-10,54794ANGIO,Registro borrado,,,,
2022-05-10,20705ANGIO,Registro borrado,,,,
2022-05-10,74377ANGIO,Registro borrado,,,,
2022-05-10,13584ANGIO,Registro borrado,,,,
2022-05-10,57327ANGIO,Registro borrado,,,,
2022-05-10,57329ANGIO,Registro borrado,,,,
2022-05-10,26118ANGIO,Registro borrado,,,,
2022-05-10,55080ANGIO,Registro borrado,,,,
2022-05-10,56449ANGIO,Registro borrado,,,,
2022-05-10,29321ANGIO,Registro borrado,,,,
2022-05-10,51382ANGIO,Registro borrado,,,,
2022-05-10,35362ANGIO,Registro borrado,,,,
2022-05-10,19340GIMNO,Registro borrado,,,,
2022-05-10,35876ANGIO,Registro borrado,,,,
2022-05-10,36259ANGIO,Registro borrado,,,,
2022-05-10,27857ANGIO,Registro borrado,,,,
2022-05-10,13175ANGIO,Registro borrado,,,,
2022-05-10,8005ANGIO,Registro borrado,,,,
2022-05-10,9316ANGIO,Registro borrado,,,,
2022-05-10,33202ANGIO,Registro borrado,,,,
2022-05-10,8094ANGIO,Registro borrado,,,,
2022-05-10,56632ANGIO,Registro borrado,,,,
2022-05-10,55731ANGIO,Registro borrado,,,,
2022-05-10,28646ANGIO,Registro borrado,,,,
2022-05-10,12774ANGIO,Registro borrado,,,,
2022-05-10,48954ANGIO,Registro borrado,,,,
2022-05-10,74778ANGIO,Registro borrado,,,,
2022-05-10,12854ANGIO,Registro borrado,,,,
2022-05-10,54805ANGIO,Registro borrado,,,,
2022-05-10,28636ANGIO,Registro borrado,,,,
2022-05-10,36334ANGIO,Registro borrado,,,,
2022-05-10,50046ANGIO,Registro borrado,,,,
2022-05-10,18447ANGIO,Registro borrado,,,,
2022-05-10,35355ANGIO,Registro borrado,,,,
2022-05-10,51300ANGIO,Registro borrado,,,,
2022-05-10,35895ANGIO,Registro borrado,,,,
2022-05-10,54972ANGIO,Registro borrado,,,,
2022-05-10,57475ANGIO,Registro borrado,,,,
2022-05-10,74782ANGIO,Registro borrado,,,,
2022-05-10,50899ANGIO,Registro borrado,,,,
2022-05-10,54820ANGIO,Registro borrado,,,,
2022-05-10,55100ANGIO,Registro borrado,,,,
2022-05-10,57867ANGIO,Registro borrado,,,,
2022-05-10,26875ANGIO,Registro borrado,,,,
2022-05-10,33790ANGIO,Registro borrado,,,,
2022-05-10,36358ANGIO,Registro borrado,,,,
2022-05-10,56434ANGIO,Registro borrado,,,,
2022-05-10,27846ANGIO,Registro borrado,,,,
2022-05-10,26868ANGIO,Registro borrado,,,,
2022-05-10,35517ANGIO,Registro borrado,,,,
2022-05-10,58020ANGIO,Registro borrado,,,,
2022-05-10,35880ANGIO,Registro borrado,,,,
2022-05-10,13150ANGIO,Registro borrado,,,,
2022-05-10,26023ANGIO,Registro borrado,,,,
2022-05-10,35924ANGIO,Registro borrado,,,,
2022-05-10,57305ANGIO,Registro borrado,,,,
2022-05-10,55267ANGIO,Registro borrado,,,,
2022-05-10,20690ANGIO,Registro borrado,,,,
2022-05-10,74764ANGIO,Registro borrado,,,,
2022-05-10,13046ANGIO,Registro borrado,,,,
2022-05-10,28790ANGIO,Registro borrado,,,,
2022-05-10,13982ANGIO,Registro borrado,,,,
2022-05-10,35028ANGIO,Registro borrado,,,,
2022-05-10,53260ANGIO,Registro borrado,,,,
2022-05-10,55578ANGIO,Registro borrado,,,,
2022-05-10,29812ANGIO,Registro borrado,,,,
2022-05-10,54965ANGIO,Registro borrado,,,,
2022-05-10,29931ANGIO,Registro borrado,,,,
2022-05-10,36267ANGIO,Registro borrado,,,,
2022-05-10,35198ANGIO,Registro borrado,,,,
2022-05-10,28777ANGIO,Registro borrado,,,,
2022-05-10,47990ANGIO,Registro borrado,,,,
2022-05-10,27854ANGIO,Registro borrado,,,,
2022-05-10,34605ANGIO,Registro borrado,,,,
2022-05-10,56853ANGIO,Registro borrado,,,,
2022-05-10,54733ANGIO,Registro borrado,,,,
2022-05-10,57336ANGIO,Registro borrado,,,,
2022-05-10,13987ANGIO,Registro borrado,,,,
2022-05-10,13146ANGIO,Registro borrado,,,,
2022-05-10,27861ANGIO,Registro borrado,,,,
2022-05-10,14047ANGIO,Registro borrado,,,,
2022-05-10,14267ANGIO,Registro borrado,,,,
2022-05-10,35117ANGIO,Registro borrado,,,,
2022-05-10,50374ANGIO,Registro borrado,,,,
2022-05-10,30386ANGIO,Registro borrado,,,,
2022-05-10,30468ANGIO,Registro borrado,,,,
2022-05-10,57054ANGIO,Registro borrado,,,,
2022-05-10,30846ANGIO,Registro borrado,,,,
2022-05-10,57299ANGIO,Registro borrado,,,,
2022-05-10,51749ANGIO,Registro borrado,,,,
2022-05-10,54898ANGIO,Registro borrado,,,,
2022-05-10,32393ANGIO,Registro borrado,,,,
2022-05-10,56531ANGIO,Registro borrado,,,,
2022-05-10,13187ANGIO,Registro borrado,,,,
2022-05-10,27804ANGIO,Registro borrado,,,,
2022-05-10,56460ANGIO,Registro borrado,,,,
2022-05-10,13819ANGIO,Registro borrado,,,,
2022-05-10,55519ANGIO,Registro borrado,,,,
2022-05-10,30842ANGIO,Registro borrado,,,,
2022-05-10,27896ANGIO,Registro borrado,,,,
2022-05-10,74787ANGIO,Registro borrado,,,,
2022-05-10,35359ANGIO,Registro borrado,,,,
2022-05-10,14251ANGIO,Registro borrado,,,,
2022-05-10,13230ANGIO,Registro borrado,,,,
2022-05-10,30516ANGIO,Registro borrado,,,,
2022-05-10,27812ANGIO,Registro borrado,,,,
2022-05-10,55148ANGIO,Registro borrado,,,,
2022-05-10,29280ANGIO,Registro borrado,,,,
2022-05-10,34637ANGIO,Registro borrado,,,,
2022-05-10,8614ANGIO,Registro borrado,,,,
2022-05-10,55189ANGIO,Registro borrado,,,,
2022-05-10,57861ANGIO,Registro borrado,,,,
2022-05-10,29813ANGIO,Registro borrado,,,,
2022-05-10,27346ANGIO,Registro borrado,,,,
2022-05-10,34524ANGIO,Registro borrado,,,,
2022-05-10,35033ANGIO,Registro borrado,,,,
2022-05-10,35168ANGIO,Registro borrado,,,,
2022-05-10,34988ANGIO,Registro borrado,,,,
2022-05-10,14001ANGIO,Registro borrado,,,,
2022-05-10,27864ANGIO,Registro borrado,,,,
2022-05-10,51306ANGIO,Registro borrado,,,,
2022-05-10,57711ANGIO,Registro borrado,,,,
2022-05-10,30477ANGIO,Registro borrado,,,,
2022-05-10,30016ANGIO,Registro borrado,,,,
2022-05-10,28783ANGIO,Registro borrado,,,,
2022-05-10,56442ANGIO,Registro borrado,,,,
2022-05-10,28644ANGIO,Registro borrado,,,,
2022-05-10,57311ANGIO,Registro borrado,,,,
2022-05-10,55807ANGIO,Registro borrado,,,,
2022-05-10,33786ANGIO,Registro borrado,,,,
2022-05-10,55642ANGIO,Registro borrado,,,,
2022-05-10,35038ANGIO,Registro borrado,,,,
2022-05-10,56476ANGIO,Registro borrado,,,,
2022-05-10,34536ANGIO,Registro borrado,,,,
2022-05-10,55232ANGIO,Registro borrado,,,,
2022-05-10,59016ANGIO,Registro borrado,,,,
2022-05-10,55116ANGIO,Registro borrado,,,,
2022-05-10,28782ANGIO,Registro borrado,,,,
2022-05-10,46565ANGIO,Registro borrado,,,,
2022-05-10,74795ANGIO,Registro borrado,,,,
2022-05-10,12772ANGIO,Registro borrado,,,,
2022-05-10,33821ANGIO,Registro borrado,,,,
2022-05-10,34973ANGIO,Registro borrado,,,,
2022-05-10,27795ANGIO,Registro borrado,,,,
2022-05-10,55331ANGIO,Registro borrado,,,,
2022-05-10,27789ANGIO,Registro borrado,,,,
2022-05-10,50592ANGIO,Registro borrado,,,,
2022-05-10,55031ANGIO,Registro borrado,,,,
2022-05-10,56844ANGIO,Registro borrado,,,,
2022-05-10,35926ANGIO,Registro borrado,,,,
2022-05-10,10346ANGIO,Registro borrado,,,,
2022-05-10,13116ANGIO,Registro borrado,,,,
2022-05-10,9199ANGIO,Registro borrado,,,,
2022-05-10,27762ANGIO,Registro borrado,,,,
2022-05-10,46286ANGIO,Registro borrado,,,,
2022-05-10,26460ANGIO,Registro borrado,,,,
2022-05-10,54957ANGIO,Registro borrado,,,,
2022-05-10,14111ANGIO,Registro borrado,,,,
2022-05-10,58998ANGIO,Registro borrado,,,,
2022-05-10,36426ANGIO,Registro borrado,,,,
2022-05-10,12775ANGIO,Registro borrado,,,,
2022-05-10,19349GIMNO,Registro borrado,,,,
2022-05-10,13117ANGIO,Registro borrado,,,,
2022-05-10,26126ANGIO,Registro borrado,,,,
2022-05-10,33776ANGIO,Registro borrado,,,,
2022-05-10,14026ANGIO,Registro borrado,,,,
2022-05-10,55614ANGIO,Registro borrado,,,,
2022-05-10,46502ANGIO,Registro borrado,,,,
2022-05-10,13693ANGIO,Registro borrado,,,,
2022-05-10,57885ANGIO,Registro borrado,,,,
2022-05-10,54989ANGIO,Registro borrado,,,,
2022-05-10,54831ANGIO,Registro borrado,,,,
2022-05-10,53017ANGIO,Registro borrado,,,,
2022-05-10,57332ANGIO,Registro borrado,,,,
2022-05-10,52602ANGIO,Registro borrado,,,,
2022-05-10,9267ANGIO,Registro borrado,,,,
2022-05-10,26876ANGIO,Registro borrado,,,,
2022-05-10,14734ANGIO,Registro borrado,,,,
2022-05-10,74791ANGIO,Registro borrado,,,,
2022-05-10,26925ANGIO,Registro borrado,,,,
2022-05-10,57333ANGIO,Registro borrado,,,,
2022-05-10,74426ANGIO,Registro borrado,,,,
2022-05-10,28057ANGIO,Registro borrado,,,,
2022-05-10,51833ANGIO,Registro borrado,,,,
2022-05-10,30958ANGIO,Registro borrado,,,,
2022-05-10,49719ANGIO,Registro borrado,,,,
2022-05-10,55306ANGIO,Registro borrado,,,,
2022-05-10,54847ANGIO,Registro borrado,,,,
2022-05-10,49297ANGIO,Registro borrado,,,,
2022-05-10,34611ANGIO,Registro borrado,,,,
2022-05-10,35893ANGIO,Registro borrado,,,,
2022-05-10,20682ANGIO,Registro borrado,,,,
2022-05-10,38468ANGIO,Registro borrado,,,,
2022-05-10,51605ANGIO,Registro borrado,,,,
2022-05-10,28648ANGIO,Registro borrado,,,,
2022-05-10,27822ANGIO,Registro borrado,,,,
2022-05-10,34533ANGIO,Registro borrado,,,,
2022-05-10,13065ANGIO,Registro borrado,,,,
2022-05-10,35530ANGIO,Registro borrado,,,,
2022-05-10,55712ANGIO,Registro borrado,,,,
2022-05-10,13931ANGIO,Registro borrado,,,,
2022-05-10,28056ANGIO,Registro borrado,,,,
2022-05-10,49734ANGIO,Registro borrado,,,,
2022-05-10,35891ANGIO,Registro borrado,,,,
2022-05-10,52772ANGIO,Registro borrado,,,,
2022-05-10,55815ANGIO,Registro borrado,,,,
2022-05-10,55380ANGIO,Registro borrado,,,,
2022-05-10,27880ANGIO,Registro borrado,,,,
2022-05-10,28779ANGIO,Registro borrado,,,,
2022-05-10,35878ANGIO,Registro borrado,,,,
2022-05-10,57638ANGIO,Registro borrado,,,,
2022-05-10,36391ANGIO,Registro borrado,,,,
2022-05-10,13129ANGIO,Registro borrado,,,,
2022-05-10,28788ANGIO,Registro borrado,,,,
2022-05-10,61770ANGIO,Registro borrado,,,,
2022-05-10,27905ANGIO,Registro borrado,,,,
2022-05-10,30487ANGIO,Registro borrado,,,,
2022-05-10,35036ANGIO,Registro borrado,,,,
2022-05-10,28600ANGIO,Registro borrado,,,,
2022-05-10,55736ANGIO,Registro borrado,,,,
2022-05-10,13224ANGIO,Registro borrado,,,,
2022-05-10,26129ANGIO,Registro borrado,,,,
2022-05-10,30379ANGIO,Registro borrado,,,,
2022-05-10,34609ANGIO,Registro borrado,,,,
2022-05-10,74459ANGIO,Registro borrado,,,,
2022-05-10,54895ANGIO,Registro borrado,,,,
2022-05-10,55708ANGIO,Registro borrado,,,,
2022-05-10,28072ANGIO,Registro borrado,,,,
2022-05-10,30517ANGIO,Registro borrado,,,,
2022-05-10,56510ANGIO,Registro borrado,,,,
2022-05-10,9206ANGIO,Registro borrado,,,,
2022-05-10,18449ANGIO,Registro borrado,,,,
2022-05-10,26873ANGIO,Registro borrado,,,,
2022-05-10,34574ANGIO,Registro borrado,,,,
2022-05-10,39912ANGIO,Registro borrado,,,,
2022-05-10,74435ANGIO,Registro borrado,,,,
2022-05-10,57716ANGIO,Registro borrado,,,,
2022-05-10,13134ANGIO,Registro borrado,,,,
2022-05-10,43608ANGIO,Registro borrado,,,,
2022-05-10,45457ANGIO,Registro borrado,,,,
2022-05-10,50565ANGIO,Registro borrado,,,,
2022-05-10,55063ANGIO,Registro borrado,,,,
2022-05-10,33796ANGIO,Registro borrado,,,,
2022-05-10,36392ANGIO,Registro borrado,,,,
2022-05-10,55627ANGIO,Registro borrado,,,,
2022-05-10,46044ANGIO,Registro borrado,,,,
2022-05-10,53245ANGIO,Registro borrado,,,,
2022-05-10,30381ANGIO,Registro borrado,,,,
2022-05-10,50182ANGIO,Registro borrado,,,,
2022-05-10,57216ANGIO,Registro borrado,,,,
2022-05-10,26025ANGIO,Registro borrado,,,,
2022-05-10,50491ANGIO,Registro borrado,,,,
2022-05-10,19361GIMNO,Registro borrado,,,,
2022-05-10,19327GIMNO,Registro borrado,,,,
2022-05-10,36244ANGIO,Registro borrado,,,,
2022-05-10,55118ANGIO,Registro borrado,,,,
2022-05-10,40309ANGIO,Registro borrado,,,,
2022-05-10,20730ANGIO,Registro borrado,,,,
2022-05-10,27819ANGIO,Registro borrado,,,,
2022-05-10,28070ANGIO,Registro borrado,,,,
2022-05-10,33189ANGIO,Registro borrado,,,,
2022-05-10,20685ANGIO,Registro borrado,,,,
2022-05-10,9284ANGIO,Registro borrado,,,,
2022-05-10,44356ANGIO,Registro borrado,,,,
2022-05-10,58028ANGIO,Registro borrado,,,,
2022-05-10,54980ANGIO,Registro borrado,,,,
2022-05-10,28603ANGIO,Registro borrado,,,,
2022-05-10,34527ANGIO,Registro borrado,,,,
2022-05-10,57321ANGIO,Registro borrado,,,,
2022-05-10,26928ANGIO,Registro borrado,,,,
2022-05-10,56444ANGIO,Registro borrado,,,,
2022-05-10,13926ANGIO,Registro borrado,,,,
2022-05-10,37634ANGIO,Registro borrado,,,,
2022-05-10,46750ANGIO,Registro borrado,,,,
2022-05-10,55532ANGIO,Registro borrado,,,,
2022-05-10,55211ANGIO,Registro borrado,,,,
2022-05-10,34525ANGIO,Registro borrado,,,,
2022-05-10,57636ANGIO,Registro borrado,,,,
2022-05-10,36428ANGIO,Registro borrado,,,,
2022-05-10,30960ANGIO,Registro borrado,,,,
2022-05-10,35170ANGIO,Registro borrado,,,,
2022-05-10,54728ANGIO,Registro borrado,,,,
2022-05-10,30467ANGIO,Registro borrado,,,,
2022-05-10,55169ANGIO,Registro borrado,,,,
2022-05-10,57248ANGIO,Registro borrado,,,,
2022-05-10,35931ANGIO,Registro borrado,,,,
2022-05-10,59489ANGIO,Registro borrado,,,,
2022-05-10,55743ANGIO,Registro borrado,,,,
2022-05-10,55308ANGIO,Registro borrado,,,,
2022-05-10,36364ANGIO,Registro borrado,,,,
2022-05-10,74437ANGIO,Registro borrado,,,,
2022-05-10,45852ANGIO,Registro borrado,,,,
2022-05-10,35925ANGIO,Registro borrado,,,,
2022-05-10,56532ANGIO,Registro borrado,,,,
2022-05-10,57888ANGIO,Registro borrado,,,,
2022-05-10,30861ANGIO,Registro borrado,,,,
2022-05-10,41934ANGIO,Registro borrado,,,,
2022-05-10,55060ANGIO,Registro borrado,,,,
2022-05-10,45119ANGIO,Registro borrado,,,,
2022-05-10,56628ANGIO,Registro borrado,,,,
2022-05-10,30512ANGIO,Registro borrado,,,,
2022-05-10,36356ANGIO,Registro borrado,,,,
2022-05-10,56514ANGIO,Registro borrado,,,,
2022-05-10,49659ANGIO,Registro borrado,,,,
2022-05-10,55227ANGIO,Registro borrado,,,,
2022-05-10,20710ANGIO,Registro borrado,,,,
2022-05-10,27877ANGIO,Registro borrado,,,,
2022-05-10,56450ANGIO,Registro borrado,,,,
2022-05-10,55359ANGIO,Registro borrado,,,,
2022-05-10,54958ANGIO,Registro borrado,,,,
2022-05-10,26869ANGIO,Registro borrado,,,,
2022-05-10,35357ANGIO,Registro borrado,,,,
2022-05-10,13785ANGIO,Registro borrado,,,,
2022-05-10,8002ANGIO,Registro borrado,,,,
2022-05-10,13739ANGIO,Registro borrado,,,,
2022-05-10,27535ANGIO,Registro borrado,,,,
2022-05-10,30388ANGIO,Registro borrado,,,,
2022-05-10,33789ANGIO,Registro borrado,,,,
2022-05-10,74255ANGIO,Registro borrado,,,,
2022-05-10,36336ANGIO,Registro borrado,,,,
2022-05-10,28647ANGIO,Registro borrado,,,,
2022-05-10,55217ANGIO,Registro borrado,,,,
2022-05-10,18262ANGIO,Registro borrado,,,,
2022-05-10,30992ANGIO,Registro borrado,,,,
2022-05-10,55005ANGIO,Registro borrado,,,,
2022-05-10,13138ANGIO,Registro borrado,,,,
2022-05-10,30863ANGIO,Registro borrado,,,,
2022-05-10,55577ANGIO,Registro borrado,,,,
2022-05-10,27874ANGIO,Registro borrado,,,,
2022-05-10,33094ANGIO,Registro borrado,,,,
2022-05-10,30385ANGIO,Registro borrado,,,,
2022-05-10,56470ANGIO,Registro borrado,,,,
2022-05-10,57335ANGIO,Registro borrado,,,,
2022-05-10,74769ANGIO,Registro borrado,,,,
2022-05-10,39866ANGIO,Registro borrado,,,,
2022-05-10,32396ANGIO,Registro borrado,,,,
2022-05-10,57870ANGIO,Registro borrado,,,,
2022-05-10,51267ANGIO,Registro borrado,,,,
2022-05-10,13160ANGIO,Registro borrado,,,,
2022-05-10,57994ANGIO,Registro borrado,,,,
2022-05-10,58142ANGIO,Registro borrado,,,,
2022-05-10,31592ANGIO,Registro borrado,,,,
2022-05-10,51516ANGIO,Registro borrado,,,,
2022-05-10,58125ANGIO,Registro borrado,,,,
2022-05-10,13587ANGIO,Registro borrado,,,,
2022-05-10,12779ANGIO,Registro borrado,,,,
2022-05-10,26124ANGIO,Registro borrado,,,,
2022-05-10,55312ANGIO,Registro borrado,,,,
2022-05-10,56500ANGIO,Registro borrado,,,,
2022-05-10,34975ANGIO,Registro borrado,,,,
2022-05-10,57328ANGIO,Registro borrado,,,,
2022-05-10,14141ANGIO,Registro borrado,,,,
2022-05-10,32449ANGIO,Registro borrado,,,,
2022-05-10,35163ANGIO,Registro borrado,,,,
2022-05-10,55698ANGIO,Registro borrado,,,,
2022-05-10,13761ANGIO,Registro borrado,,,,
2022-05-10,13877ANGIO,Registro borrado,,,,
2022-05-10,38949ANGIO,Registro borrado,,,,
2022-05-10,44783ANGIO,Registro borrado,,,,
2022-05-10,13232ANGIO,Registro borrado,,,,
2022-05-10,57214ANGIO,Registro borrado,,,,
2022-05-10,56446ANGIO,Registro borrado,,,,
2022-05-10,57473ANGIO,Registro borrado,,,,
2022-05-10,35173ANGIO,Registro borrado,,,,
2022-05-10,27837ANGIO,Registro borrado,,,,
2022-05-10,74597ANGIO,Registro borrado,,,,
2022-05-10,13145ANGIO,Registro borrado,,,,
2022-05-10,54988ANGIO,Registro borrado,,,,
2022-05-10,55399ANGIO,Registro borrado,,,,
2022-05-10,34587ANGIO,Registro borrado,,,,
2022-05-10,20729ANGIO,Registro borrado,,,,
2022-05-10,30508ANGIO,Registro borrado,,,,
2022-05-10,13527ANGIO,Registro borrado,,,,
